event_id,timestamp,developer_id,channel,notification_type
SL03621,2026-08-08 22:57:00,DEV095,dev-team,code_review_request
SL03226,2026-08-08 22:59:00,DEV321,project-cognistream,ci_cd_alert
SL04494,2026-08-08 23:00:00,DEV426,data-team,code_review_request
SL04087,2026-08-08 23:06:00,DEV245,frontend,mention
SL00905,2026-08-08 23:08:00,DEV467,project-cognistream,message
SL03150,2026-08-08 23:19:00,DEV177,project-cognistream,mention
SL01657,2026-08-08 23:20:00,DEV187,backend,ci_cd_alert
SL03815,2026-08-08 23:20:00,DEV149,data-team,deployment_alert
SL04877,2026-08-08 23:23:00,DEV106,backend,ci_cd_alert
SL02661,2026-08-08 23:27:00,DEV281,engineering,deployment_alert
SL01557,2026-08-08 23:30:00,DEV213,project-cognistream,deployment_alert
SL01136,2026-08-08 23:31:00,DEV279,data-team,ci_cd_alert
SL00438,2026-08-08 23:33:00,DEV418,dev-team,code_review_request
SL04764,2026-08-08 23:34:00,DEV407,data-team,code_review_request
SL00818,2026-08-08 23:38:00,DEV339,engineering,mention
SL04259,2026-08-08 23:47:00,DEV385,engineering,deployment_alert
SL02699,2026-08-08 23:49:00,DEV368,data-team,mention
SL00421,2026-08-09 00:08:00,DEV227,engineering,deployment_alert
SL00302,2026-08-09 00:12:00,DEV253,data-team,message
SL01964,2026-08-09 00:19:00,DEV286,data-team,message
SL01091,2026-08-09 00:24:00,DEV172,data-team,ci_cd_alert
SL04644,2026-08-09 00:36:00,DEV489,project-cognistream,message
SL01857,2026-08-09 00:44:00,DEV472,frontend,mention
SL02991,2026-08-09 00:45:00,DEV483,dev-team,message
SL04650,2026-08-09 00:45:00,DEV203,engineering,message
SL03644,2026-08-09 00:56:00,DEV293,frontend,deployment_alert
SL03821,2026-08-09 00:59:00,DEV253,dev-team,message
SL00166,2026-08-09 01:07:00,DEV048,data-team,deployment_alert
SL04579,2026-08-09 01:12:00,DEV198,project-cognistream,code_review_request
SL04329,2026-08-09 01:18:00,DEV279,backend,message
SL00029,2026-08-09 01:23:00,DEV061,data-team,deployment_alert
SL00377,2026-08-09 01:23:00,DEV169,frontend,ci_cd_alert
SL02663,2026-08-09 01:24:00,DEV384,frontend,ci_cd_alert
SL00824,2026-08-09 01:31:00,DEV085,engineering,message
SL03406,2026-08-09 01:31:00,DEV227,backend,message
SL04217,2026-08-09 01:32:00,DEV141,frontend,ci_cd_alert
SL01368,2026-08-09 01:33:00,DEV443,dev-team,ci_cd_alert
SL01511,2026-08-09 01:40:00,DEV111,backend,code_review_request
SL02990,2026-08-09 01:40:00,DEV278,dev-team,message
SL02885,2026-08-09 01:42:00,DEV456,backend,mention
SL04147,2026-08-09 01:44:00,DEV422,dev-team,deployment_alert
SL04090,2026-08-09 01:46:00,DEV188,engineering,ci_cd_alert
SL02765,2026-08-09 01:49:00,DEV251,data-team,mention
SL02836,2026-08-09 02:02:00,DEV276,frontend,mention
SL02201,2026-08-09 02:06:00,DEV156,frontend,ci_cd_alert
SL01283,2026-08-09 02:07:00,DEV017,frontend,ci_cd_alert
SL02934,2026-08-09 02:10:00,DEV107,project-cognistream,message
SL04835,2026-08-09 02:11:00,DEV079,data-team,message
SL00510,2026-08-09 02:12:00,DEV304,backend,code_review_request
SL04239,2026-08-09 02:13:00,DEV101,dev-team,ci_cd_alert
SL01315,2026-08-09 02:15:00,DEV330,data-team,mention
SL00760,2026-08-09 02:24:00,DEV146,dev-team,deployment_alert
SL04376,2026-08-09 02:26:00,DEV092,engineering,ci_cd_alert
SL00314,2026-08-09 02:29:00,DEV235,engineering,deployment_alert
SL00927,2026-08-09 02:31:00,DEV457,frontend,ci_cd_alert
SL04674,2026-08-09 02:38:00,DEV001,engineering,code_review_request
SL00031,2026-08-09 02:41:00,DEV439,backend,message
SL01738,2026-08-09 02:42:00,DEV228,data-team,ci_cd_alert
SL00920,2026-08-09 02:49:00,DEV446,engineering,mention
SL01028,2026-08-09 02:49:00,DEV457,engineering,ci_cd_alert
SL03836,2026-08-09 02:50:00,DEV398,backend,ci_cd_alert
SL01035,2026-08-09 02:54:00,DEV342,dev-team,mention
SL04626,2026-08-09 02:56:00,DEV441,project-cognistream,code_review_request
SL01814,2026-08-09 02:58:00,DEV257,data-team,deployment_alert
SL02602,2026-08-09 03:00:00,DEV307,backend,ci_cd_alert
SL03243,2026-08-09 03:03:00,DEV018,dev-team,code_review_request
SL04112,2026-08-09 03:11:00,DEV493,frontend,deployment_alert
SL03448,2026-08-09 03:18:00,DEV410,backend,mention
SL03271,2026-08-09 03:21:00,DEV166,frontend,message
SL01722,2026-08-09 03:25:00,DEV386,frontend,ci_cd_alert
SL00863,2026-08-09 03:28:00,DEV239,backend,mention
SL04310,2026-08-09 03:30:00,DEV048,project-cognistream,mention
SL01574,2026-08-09 03:32:00,DEV428,data-team,message
SL02673,2026-08-09 03:32:00,DEV011,data-team,ci_cd_alert
SL02749,2026-08-09 03:32:00,DEV395,engineering,mention
SL04139,2026-08-09 03:44:00,DEV038,dev-team,mention
SL01047,2026-08-09 03:49:00,DEV285,dev-team,ci_cd_alert
SL04833,2026-08-09 03:51:00,DEV270,backend,deployment_alert
SL04948,2026-08-09 03:56:00,DEV315,engineering,code_review_request
SL01007,2026-08-09 03:59:00,DEV489,backend,mention
SL00595,2026-08-09 04:00:00,DEV019,dev-team,mention
SL00676,2026-08-09 04:10:00,DEV176,backend,code_review_request
SL01758,2026-08-09 04:12:00,DEV212,project-cognistream,ci_cd_alert
SL02741,2026-08-09 04:14:00,DEV111,backend,message
SL04728,2026-08-09 04:20:00,DEV135,backend,deployment_alert
SL01478,2026-08-09 04:21:00,DEV431,data-team,deployment_alert
SL04122,2026-08-09 04:29:00,DEV065,data-team,mention
SL03671,2026-08-09 04:30:00,DEV441,dev-team,ci_cd_alert
SL02349,2026-08-09 04:33:00,DEV149,backend,deployment_alert
SL00842,2026-08-09 04:39:00,DEV285,engineering,code_review_request
SL03336,2026-08-09 04:42:00,DEV100,backend,message
SL00582,2026-08-09 04:43:00,DEV168,project-cognistream,deployment_alert
SL00682,2026-08-09 04:46:00,DEV086,backend,mention
SL02228,2026-08-09 04:52:00,DEV446,engineering,ci_cd_alert
SL03445,2026-08-09 04:53:00,DEV093,project-cognistream,message
SL03032,2026-08-09 04:55:00,DEV342,data-team,ci_cd_alert
SL02520,2026-08-09 04:56:00,DEV111,frontend,ci_cd_alert
SL04429,2026-08-09 04:57:00,DEV231,frontend,message
SL00631,2026-08-09 05:08:00,DEV053,frontend,message
SL03777,2026-08-09 05:20:00,DEV195,engineering,deployment_alert
SL04058,2026-08-09 05:22:00,DEV067,project-cognistream,message
SL01946,2026-08-09 05:28:00,DEV268,data-team,message
SL03819,2026-08-09 05:31:00,DEV056,data-team,code_review_request
SL01815,2026-08-09 05:36:00,DEV353,engineering,mention
SL01829,2026-08-09 05:36:00,DEV205,project-cognistream,message
SL01248,2026-08-09 05:37:00,DEV357,frontend,ci_cd_alert
SL00039,2026-08-09 05:38:00,DEV097,dev-team,code_review_request
SL03380,2026-08-09 05:40:00,DEV356,backend,mention
SL00844,2026-08-09 05:53:00,DEV159,frontend,ci_cd_alert
SL01424,2026-08-09 05:58:00,DEV451,data-team,mention
SL01517,2026-08-09 05:59:00,DEV442,dev-team,ci_cd_alert
SL02449,2026-08-09 06:02:00,DEV301,project-cognistream,ci_cd_alert
SL02709,2026-08-09 06:02:00,DEV398,dev-team,message
SL02774,2026-08-09 06:05:00,DEV222,project-cognistream,mention
SL00451,2026-08-09 06:08:00,DEV212,backend,deployment_alert
SL02514,2026-08-09 06:23:00,DEV429,data-team,message
SL04361,2026-08-09 06:26:00,DEV047,data-team,mention
SL02512,2026-08-09 06:27:00,DEV153,project-cognistream,code_review_request
SL00036,2026-08-09 06:30:00,DEV027,dev-team,deployment_alert
SL03412,2026-08-09 06:37:00,DEV324,project-cognistream,deployment_alert
SL01181,2026-08-09 06:49:00,DEV183,backend,deployment_alert
SL02235,2026-08-09 06:49:00,DEV101,data-team,code_review_request
SL00721,2026-08-09 06:52:00,DEV484,data-team,ci_cd_alert
SL03589,2026-08-09 06:54:00,DEV466,data-team,deployment_alert
SL04930,2026-08-09 06:55:00,DEV329,engineering,message
SL04712,2026-08-09 06:56:00,DEV053,dev-team,ci_cd_alert
SL01968,2026-08-09 06:59:00,DEV276,frontend,mention
SL02910,2026-08-09 07:01:00,DEV131,frontend,ci_cd_alert
SL00161,2026-08-09 07:03:00,DEV140,engineering,code_review_request
SL04443,2026-08-09 07:04:00,DEV265,data-team,code_review_request
SL03242,2026-08-09 07:06:00,DEV286,data-team,ci_cd_alert
SL02719,2026-08-09 07:14:00,DEV187,frontend,message
SL03421,2026-08-09 07:16:00,DEV047,dev-team,mention
SL04630,2026-08-09 07:17:00,DEV185,dev-team,ci_cd_alert
SL00263,2026-08-09 07:22:00,DEV163,engineering,deployment_alert
SL04800,2026-08-09 07:22:00,DEV412,engineering,mention
SL02473,2026-08-09 07:31:00,DEV399,project-cognistream,ci_cd_alert
SL04397,2026-08-09 07:36:00,DEV150,backend,deployment_alert
SL03462,2026-08-09 07:41:00,DEV079,engineering,code_review_request
SL02133,2026-08-09 07:43:00,DEV384,dev-team,deployment_alert
SL03552,2026-08-09 07:47:00,DEV166,engineering,code_review_request
SL04120,2026-08-09 07:50:00,DEV082,data-team,ci_cd_alert
SL02654,2026-08-09 07:54:00,DEV485,frontend,code_review_request
SL04687,2026-08-09 07:56:00,DEV333,backend,deployment_alert
SL00143,2026-08-09 08:02:00,DEV440,frontend,ci_cd_alert
SL03591,2026-08-09 08:12:00,DEV096,data-team,message
SL04601,2026-08-09 08:19:00,DEV344,backend,message
SL00461,2026-08-09 08:21:00,DEV416,frontend,ci_cd_alert
SL03633,2026-08-09 08:26:00,DEV224,data-team,ci_cd_alert
SL04791,2026-08-09 08:26:00,DEV399,frontend,code_review_request
SL00639,2026-08-09 08:27:00,DEV180,engineering,deployment_alert
SL03347,2026-08-09 08:29:00,DEV321,frontend,deployment_alert
SL00356,2026-08-09 08:33:00,DEV450,dev-team,code_review_request
SL00506,2026-08-09 08:34:00,DEV225,data-team,mention
SL00885,2026-08-09 08:39:00,DEV354,engineering,message
SL01721,2026-08-09 08:41:00,DEV482,backend,deployment_alert
SL01716,2026-08-09 08:44:00,DEV030,engineering,ci_cd_alert
SL01284,2026-08-09 08:45:00,DEV160,frontend,message
SL02784,2026-08-09 08:49:00,DEV042,dev-team,deployment_alert
SL03648,2026-08-09 08:49:00,DEV300,backend,ci_cd_alert
SL01929,2026-08-09 08:50:00,DEV318,data-team,mention
SL01588,2026-08-09 08:52:00,DEV445,data-team,deployment_alert
SL01658,2026-08-09 08:54:00,DEV411,project-cognistream,deployment_alert
SL04851,2026-08-09 08:54:00,DEV024,backend,ci_cd_alert
SL02866,2026-08-09 08:59:00,DEV047,project-cognistream,message
SL04555,2026-08-09 09:10:00,DEV132,frontend,mention
SL03807,2026-08-09 09:14:00,DEV039,data-team,ci_cd_alert
SL03520,2026-08-09 09:18:00,DEV184,backend,message
SL03174,2026-08-09 09:25:00,DEV216,frontend,mention
SL04330,2026-08-09 09:26:00,DEV090,backend,ci_cd_alert
SL04671,2026-08-09 09:27:00,DEV467,engineering,mention
SL02107,2026-08-09 09:30:00,DEV020,backend,deployment_alert
SL01041,2026-08-09 09:44:00,DEV169,dev-team,deployment_alert
SL03149,2026-08-09 09:44:00,DEV170,project-cognistream,deployment_alert
SL00913,2026-08-09 09:50:00,DEV159,dev-team,ci_cd_alert
SL00292,2026-08-09 09:51:00,DEV024,engineering,code_review_request
SL04241,2026-08-09 09:51:00,DEV246,dev-team,message
SL03739,2026-08-09 10:02:00,DEV449,dev-team,mention
SL01522,2026-08-09 10:07:00,DEV105,data-team,deployment_alert
SL02777,2026-08-09 10:07:00,DEV103,project-cognistream,ci_cd_alert
SL01270,2026-08-09 10:16:00,DEV026,backend,code_review_request
SL03696,2026-08-09 10:19:00,DEV335,backend,deployment_alert
SL01757,2026-08-09 10:20:00,DEV001,project-cognistream,ci_cd_alert
SL04333,2026-08-09 10:20:00,DEV236,frontend,message
SL04423,2026-08-09 10:21:00,DEV425,engineering,message
SL02301,2026-08-09 10:22:00,DEV119,frontend,mention
SL01841,2026-08-09 10:33:00,DEV210,frontend,mention
SL01358,2026-08-09 10:36:00,DEV196,project-cognistream,message
SL04118,2026-08-09 10:36:00,DEV494,engineering,ci_cd_alert
SL04106,2026-08-09 10:40:00,DEV500,project-cognistream,ci_cd_alert
SL04123,2026-08-09 10:44:00,DEV037,engineering,ci_cd_alert
SL03870,2026-08-09 10:53:00,DEV227,dev-team,code_review_request
SL04370,2026-08-09 10:56:00,DEV284,engineering,message
SL02056,2026-08-09 11:06:00,DEV492,frontend,deployment_alert
SL01675,2026-08-09 11:08:00,DEV028,backend,ci_cd_alert
SL01844,2026-08-09 11:08:00,DEV255,project-cognistream,deployment_alert
SL02729,2026-08-09 11:17:00,DEV213,project-cognistream,ci_cd_alert
SL00671,2026-08-09 11:23:00,DEV482,data-team,message
SL00948,2026-08-09 11:24:00,DEV131,data-team,code_review_request
SL02492,2026-08-09 11:33:00,DEV403,engineering,ci_cd_alert
SL04652,2026-08-09 11:36:00,DEV338,dev-team,ci_cd_alert
SL01299,2026-08-09 11:43:00,DEV222,dev-team,deployment_alert
SL02555,2026-08-09 11:43:00,DEV104,frontend,mention
SL02900,2026-08-09 11:47:00,DEV317,data-team,code_review_request
SL03607,2026-08-09 11:49:00,DEV260,frontend,ci_cd_alert
SL04278,2026-08-09 11:51:00,DEV064,engineering,deployment_alert
SL02486,2026-08-09 11:54:00,DEV390,dev-team,mention
SL00882,2026-08-09 11:55:00,DEV399,engineering,deployment_alert
SL01760,2026-08-09 11:56:00,DEV076,data-team,message
SL01858,2026-08-09 11:57:00,DEV460,backend,mention
SL03147,2026-08-09 11:58:00,DEV199,data-team,message
SL01970,2026-08-09 11:59:00,DEV099,frontend,code_review_request
SL02308,2026-08-09 12:01:00,DEV116,backend,ci_cd_alert
SL00965,2026-08-09 12:07:00,DEV207,engineering,ci_cd_alert
SL02106,2026-08-09 12:15:00,DEV064,engineering,mention
SL02015,2026-08-09 12:24:00,DEV404,frontend,ci_cd_alert
SL00870,2026-08-09 12:25:00,DEV413,frontend,ci_cd_alert
SL04082,2026-08-09 12:25:00,DEV496,backend,deployment_alert
SL04548,2026-08-09 12:31:00,DEV361,data-team,mention
SL04367,2026-08-09 12:34:00,DEV045,engineering,ci_cd_alert
SL04527,2026-08-09 12:34:00,DEV128,data-team,mention
SL02465,2026-08-09 12:45:00,DEV498,engineering,message
SL01228,2026-08-09 12:47:00,DEV332,frontend,message
SL04272,2026-08-09 12:48:00,DEV440,dev-team,message
SL01710,2026-08-09 12:49:00,DEV110,backend,mention
SL00600,2026-08-09 12:51:00,DEV185,engineering,ci_cd_alert
SL00092,2026-08-09 12:54:00,DEV004,engineering,ci_cd_alert
SL02941,2026-08-09 13:08:00,DEV204,backend,code_review_request
SL00241,2026-08-09 13:16:00,DEV117,data-team,mention
SL00838,2026-08-09 13:17:00,DEV198,project-cognistream,mention
SL03298,2026-08-09 13:17:00,DEV478,project-cognistream,mention
SL00158,2026-08-09 13:18:00,DEV421,engineering,code_review_request
SL01406,2026-08-09 13:25:00,DEV137,data-team,message
SL04091,2026-08-09 13:28:00,DEV424,engineering,ci_cd_alert
SL01682,2026-08-09 13:29:00,DEV025,frontend,deployment_alert
SL01846,2026-08-09 13:30:00,DEV107,data-team,deployment_alert
SL03561,2026-08-09 13:31:00,DEV388,engineering,deployment_alert
SL03153,2026-08-09 13:32:00,DEV091,backend,code_review_request
SL04264,2026-08-09 13:37:00,DEV259,project-cognistream,code_review_request
SL00131,2026-08-09 13:39:00,DEV292,backend,ci_cd_alert
SL02191,2026-08-09 13:39:00,DEV160,engineering,mention
SL02515,2026-08-09 13:49:00,DEV120,data-team,mention
SL04446,2026-08-09 13:57:00,DEV373,engineering,deployment_alert
SL02103,2026-08-09 14:03:00,DEV375,frontend,code_review_request
SL04961,2026-08-09 14:05:00,DEV041,backend,mention
SL00368,2026-08-09 14:35:00,DEV372,data-team,mention
SL00660,2026-08-09 14:40:00,DEV173,project-cognistream,mention
SL04445,2026-08-09 14:41:00,DEV201,project-cognistream,deployment_alert
SL02151,2026-08-09 14:51:00,DEV284,engineering,deployment_alert
SL00384,2026-08-09 15:03:00,DEV033,engineering,deployment_alert
SL03079,2026-08-09 15:08:00,DEV396,engineering,message
SL02267,2026-08-09 15:11:00,DEV276,data-team,mention
SL04842,2026-08-09 15:13:00,DEV045,backend,mention
SL01568,2026-08-09 15:22:00,DEV490,data-team,mention
SL01124,2026-08-09 15:23:00,DEV249,frontend,mention
SL04843,2026-08-09 15:26:00,DEV152,data-team,message
SL02271,2026-08-09 15:30:00,DEV362,frontend,message
SL01569,2026-08-09 15:34:00,DEV045,dev-team,message
SL00696,2026-08-09 15:39:00,DEV489,backend,deployment_alert
SL01109,2026-08-09 15:59:00,DEV292,dev-team,deployment_alert
SL03904,2026-08-09 16:01:00,DEV485,frontend,mention
SL04201,2026-08-09 16:03:00,DEV478,data-team,message
SL02625,2026-08-09 16:11:00,DEV266,engineering,code_review_request
SL00668,2026-08-09 16:21:00,DEV243,frontend,deployment_alert
SL01143,2026-08-09 16:29:00,DEV460,project-cognistream,deployment_alert
SL03784,2026-08-09 16:29:00,DEV389,project-cognistream,ci_cd_alert
SL02780,2026-08-09 16:34:00,DEV498,frontend,mention
SL03638,2026-08-09 16:43:00,DEV127,frontend,code_review_request
SL01853,2026-08-09 16:49:00,DEV352,dev-team,code_review_request
SL01168,2026-08-09 16:53:00,DEV357,project-cognistream,code_review_request
SL00610,2026-08-09 16:55:00,DEV277,backend,deployment_alert
SL03269,2026-08-09 16:55:00,DEV149,backend,message
SL03942,2026-08-09 16:56:00,DEV195,data-team,deployment_alert
SL00750,2026-08-09 16:57:00,DEV074,engineering,code_review_request
SL02242,2026-08-09 16:59:00,DEV266,backend,deployment_alert
SL01051,2026-08-09 17:05:00,DEV450,project-cognistream,mention
SL01233,2026-08-09 17:06:00,DEV438,data-team,code_review_request
SL01363,2026-08-09 17:14:00,DEV386,data-team,mention
SL04146,2026-08-09 17:19:00,DEV203,project-cognistream,deployment_alert
SL03852,2026-08-09 17:20:00,DEV234,dev-team,code_review_request
SL01806,2026-08-09 17:21:00,DEV140,dev-team,deployment_alert
SL02292,2026-08-09 17:34:00,DEV278,frontend,code_review_request
SL01469,2026-08-09 17:36:00,DEV326,frontend,message
SL02857,2026-08-09 17:39:00,DEV160,project-cognistream,deployment_alert
SL01872,2026-08-09 17:43:00,DEV395,dev-team,code_review_request
SL03731,2026-08-09 17:44:00,DEV003,data-team,message
SL00488,2026-08-09 17:45:00,DEV355,engineering,message
SL00439,2026-08-09 17:49:00,DEV401,data-team,message
SL03795,2026-08-09 17:50:00,DEV357,frontend,deployment_alert
SL03291,2026-08-09 17:51:00,DEV335,engineering,message
SL01212,2026-08-09 17:56:00,DEV303,backend,message
SL00019,2026-08-09 18:00:00,DEV373,dev-team,deployment_alert
SL01001,2026-08-09 18:03:00,DEV086,project-cognistream,ci_cd_alert
SL03746,2026-08-09 18:03:00,DEV019,backend,mention
SL00602,2026-08-09 18:04:00,DEV266,engineering,ci_cd_alert
SL00841,2026-08-09 18:05:00,DEV420,data-team,ci_cd_alert
SL00780,2026-08-09 18:07:00,DEV208,dev-team,deployment_alert
SL02592,2026-08-09 18:19:00,DEV137,backend,ci_cd_alert
SL00727,2026-08-09 18:20:00,DEV463,frontend,ci_cd_alert
SL00834,2026-08-09 18:21:00,DEV091,data-team,deployment_alert
SL03059,2026-08-09 18:21:00,DEV480,frontend,code_review_request
SL01718,2026-08-09 18:23:00,DEV022,backend,code_review_request
SL02175,2026-08-09 18:23:00,DEV266,engineering,code_review_request
SL04759,2026-08-09 18:24:00,DEV002,dev-team,message
SL03277,2026-08-09 18:27:00,DEV373,dev-team,code_review_request
SL00386,2026-08-09 18:30:00,DEV273,project-cognistream,message
SL00987,2026-08-09 18:34:00,DEV387,frontend,mention
SL02150,2026-08-09 18:39:00,DEV175,project-cognistream,message
SL00238,2026-08-09 18:40:00,DEV458,data-team,mention
SL03512,2026-08-09 18:40:00,DEV348,frontend,mention
SL03063,2026-08-09 18:43:00,DEV331,frontend,code_review_request
SL03525,2026-08-09 18:47:00,DEV001,engineering,deployment_alert
SL03965,2026-08-09 18:54:00,DEV185,data-team,code_review_request
SL04038,2026-08-09 18:54:00,DEV271,data-team,deployment_alert
SL01550,2026-08-09 19:02:00,DEV185,frontend,message
SL02428,2026-08-09 19:05:00,DEV471,project-cognistream,deployment_alert
SL02136,2026-08-09 19:13:00,DEV446,project-cognistream,code_review_request
SL00800,2026-08-09 19:24:00,DEV208,project-cognistream,deployment_alert
SL01623,2026-08-09 19:30:00,DEV422,project-cognistream,deployment_alert
SL01119,2026-08-09 19:31:00,DEV170,dev-team,ci_cd_alert
SL03367,2026-08-09 19:33:00,DEV416,backend,mention
SL02628,2026-08-09 19:40:00,DEV192,engineering,ci_cd_alert
SL00865,2026-08-09 19:50:00,DEV454,backend,mention
SL04703,2026-08-09 19:52:00,DEV460,engineering,ci_cd_alert
SL01472,2026-08-09 20:04:00,DEV396,data-team,code_review_request
SL02333,2026-08-09 20:14:00,DEV001,dev-team,mention
SL00005,2026-08-09 20:21:00,DEV320,frontend,code_review_request
SL00205,2026-08-09 20:21:00,DEV275,backend,code_review_request
SL03554,2026-08-09 20:21:00,DEV369,data-team,deployment_alert
SL03596,2026-08-09 20:21:00,DEV038,engineering,code_review_request
SL04477,2026-08-09 20:21:00,DEV200,engineering,code_review_request
SL04641,2026-08-09 20:29:00,DEV316,frontend,deployment_alert
SL03276,2026-08-09 20:30:00,DEV290,project-cognistream,deployment_alert
SL02557,2026-08-09 20:31:00,DEV041,backend,deployment_alert
SL00107,2026-08-09 20:32:00,DEV303,data-team,mention
SL02942,2026-08-09 20:34:00,DEV152,engineering,ci_cd_alert
SL00586,2026-08-09 20:37:00,DEV432,project-cognistream,ci_cd_alert
SL01941,2026-08-09 20:37:00,DEV068,dev-team,code_review_request
SL00799,2026-08-09 20:39:00,DEV024,data-team,deployment_alert
SL00802,2026-08-09 20:44:00,DEV037,dev-team,deployment_alert
SL02310,2026-08-09 20:44:00,DEV452,engineering,mention
SL01000,2026-08-09 20:45:00,DEV305,project-cognistream,deployment_alert
SL01614,2026-08-09 20:51:00,DEV233,engineering,ci_cd_alert
SL02681,2026-08-09 21:00:00,DEV344,backend,code_review_request
SL03326,2026-08-09 21:01:00,DEV448,engineering,deployment_alert
SL04297,2026-08-09 21:06:00,DEV314,data-team,mention
SL00732,2026-08-09 21:07:00,DEV324,dev-team,ci_cd_alert
SL04309,2026-08-09 21:08:00,DEV302,dev-team,code_review_request
SL01609,2026-08-09 21:09:00,DEV202,data-team,mention
SL03509,2026-08-09 21:12:00,DEV224,backend,ci_cd_alert
SL01268,2026-08-09 21:13:00,DEV308,project-cognistream,mention
SL01182,2026-08-09 21:15:00,DEV370,backend,mention
SL02213,2026-08-09 21:19:00,DEV401,frontend,deployment_alert
SL02693,2026-08-09 21:21:00,DEV301,frontend,ci_cd_alert
SL04777,2026-08-09 21:31:00,DEV378,backend,message
SL02531,2026-08-09 21:32:00,DEV130,project-cognistream,code_review_request
SL03314,2026-08-09 21:33:00,DEV398,engineering,ci_cd_alert
SL03995,2026-08-09 21:42:00,DEV021,frontend,deployment_alert
SL00186,2026-08-09 21:45:00,DEV489,engineering,code_review_request
SL03703,2026-08-09 21:45:00,DEV018,project-cognistream,ci_cd_alert
SL01505,2026-08-09 21:58:00,DEV499,backend,code_review_request
SL03409,2026-08-09 22:05:00,DEV056,engineering,message
SL04607,2026-08-09 22:06:00,DEV321,frontend,code_review_request
SL00394,2026-08-09 22:07:00,DEV435,frontend,mention
SL03720,2026-08-09 22:08:00,DEV390,frontend,code_review_request
SL01170,2026-08-09 22:10:00,DEV257,project-cognistream,ci_cd_alert
SL00441,2026-08-09 22:12:00,DEV475,project-cognistream,ci_cd_alert
SL01019,2026-08-09 22:20:00,DEV101,dev-team,code_review_request
SL03120,2026-08-09 22:20:00,DEV352,project-cognistream,mention
SL00925,2026-08-09 22:21:00,DEV315,engineering,ci_cd_alert
SL03446,2026-08-09 22:42:00,DEV162,engineering,code_review_request
SL02948,2026-08-09 22:43:00,DEV386,project-cognistream,mention
SL00420,2026-08-09 22:47:00,DEV171,backend,ci_cd_alert
SL02659,2026-08-09 22:48:00,DEV175,frontend,deployment_alert
SL02701,2026-08-09 22:57:00,DEV217,data-team,code_review_request
SL04520,2026-08-09 22:57:00,DEV129,project-cognistream,message
SL01072,2026-08-09 23:07:00,DEV095,dev-team,mention
SL00387,2026-08-09 23:10:00,DEV303,data-team,ci_cd_alert
SL00898,2026-08-09 23:10:00,DEV313,backend,message
SL00845,2026-08-09 23:13:00,DEV219,frontend,deployment_alert
SL04016,2026-08-09 23:15:00,DEV159,dev-team,ci_cd_alert
SL01717,2026-08-09 23:20:00,DEV141,project-cognistream,mention
SL02346,2026-08-09 23:22:00,DEV123,project-cognistream,code_review_request
SL03422,2026-08-09 23:22:00,DEV473,dev-team,message
SL02790,2026-08-09 23:23:00,DEV072,backend,message
SL04826,2026-08-09 23:25:00,DEV151,backend,code_review_request
SL03783,2026-08-09 23:27:00,DEV066,frontend,mention
SL04935,2026-08-09 23:27:00,DEV060,engineering,deployment_alert
SL04084,2026-08-09 23:31:00,DEV231,backend,deployment_alert
SL04970,2026-08-09 23:33:00,DEV034,dev-team,deployment_alert
SL03659,2026-08-09 23:39:00,DEV050,backend,ci_cd_alert
SL00366,2026-08-09 23:43:00,DEV388,engineering,ci_cd_alert
SL04550,2026-08-09 23:49:00,DEV213,data-team,deployment_alert
SL02922,2026-08-10 00:00:00,DEV210,engineering,ci_cd_alert
SL00539,2026-08-10 00:13:00,DEV187,dev-team,deployment_alert
SL03855,2026-08-10 00:15:00,DEV100,engineering,mention
SL00276,2026-08-10 00:16:00,DEV076,engineering,message
SL00910,2026-08-10 00:19:00,DEV287,backend,code_review_request
SL02291,2026-08-10 00:21:00,DEV192,project-cognistream,ci_cd_alert
SL02057,2026-08-10 00:23:00,DEV480,project-cognistream,message
SL04563,2026-08-10 00:25:00,DEV037,backend,ci_cd_alert
SL01958,2026-08-10 00:30:00,DEV448,dev-team,mention
SL01515,2026-08-10 00:32:00,DEV448,frontend,ci_cd_alert
SL01260,2026-08-10 00:35:00,DEV221,dev-team,code_review_request
SL04224,2026-08-10 00:37:00,DEV248,engineering,deployment_alert
SL00636,2026-08-10 00:45:00,DEV068,project-cognistream,message
SL01066,2026-08-10 00:46:00,DEV120,engineering,deployment_alert
SL00854,2026-08-10 00:48:00,DEV030,data-team,mention
SL01896,2026-08-10 00:49:00,DEV123,data-team,code_review_request
SL02835,2026-08-10 00:50:00,DEV005,dev-team,ci_cd_alert
SL02705,2026-08-10 00:52:00,DEV403,engineering,ci_cd_alert
SL01083,2026-08-10 00:58:00,DEV430,backend,message
SL01451,2026-08-10 00:58:00,DEV178,engineering,mention
SL04620,2026-08-10 01:01:00,DEV337,frontend,mention
SL03848,2026-08-10 01:04:00,DEV259,data-team,mention
SL04755,2026-08-10 01:13:00,DEV168,frontend,message
SL00168,2026-08-10 01:17:00,DEV172,project-cognistream,deployment_alert
SL03006,2026-08-10 01:19:00,DEV080,data-team,deployment_alert
SL03553,2026-08-10 01:20:00,DEV108,data-team,code_review_request
SL03381,2026-08-10 01:24:00,DEV473,data-team,mention
SL04952,2026-08-10 01:24:00,DEV177,dev-team,ci_cd_alert
SL02993,2026-08-10 01:25:00,DEV275,frontend,code_review_request
SL03393,2026-08-10 01:26:00,DEV195,backend,mention
